id,x,y,deg
019_9,s-0.9913772940635681,s0.021603628993034363,s-203.6300506591797
019_10,s-0.5140271186828613,s-0.3753933906555176,s471.01678466796875
019_11,s0.9918137788772583,s1.0990291833877563,s563.6322631835938
019_12,s-0.7247997522354126,s0.12354382872581482,s696.1968994140625
019_13,s0.9867340922355652,s-0.2305300086736679,s516.3726806640625
019_14,s0.36748403310775757,s0.990241527557373,s66.958984375
019_15,s-0.1633230447769165,s0.32412803173065186,s566.49853515625
019_16,s-0.9854300022125244,s0.5025875568389893,s381.09429931640625
019_17,s0.5010791420936584,s-0.14433826506137848,s386.3326110839844
019_18,s-0.1105179637670517,s0.578214704990387,s383.4283142089844
020_0,s-1.0224003791809082,s0.5573201179504395,s743.6301879882812
020_1,s-0.5718899369239807,s1.0223743915557861,s66.37000274658203
020_2,s0.015984386205673218,s0.4173390865325928,s511.3806457519531
020_3,s1.129465937614441,s-0.09785132110118866,s828.733154296875
020_4,s-0.286215215921402,s-0.5031856894493103,s512.3471069335938
020_5,s1.0223338603973389,s-0.5573192238807678,s563.6301879882812
020_6,s0.5717889666557312,s-1.0223602056503296,s246.36997985839844
020_7,s-1.1295278072357178,s0.09786056727170944,s1008.7317504882812
020_8,s0.9432165026664734,s1.1295369863510132,s152.5946502685547
020_9,s0.6476780772209167,s0.27554577589035034,s-208.32290649414062
020_10,s-0.050358906388282776,s1.0223745107650757,s-66.3700180053711
020_11,s0.28618624806404114,s0.503201961517334,s332.3662109375
020_12,s-0.016072556376457214,s-0.41734206676483154,s331.38055419921875
020_13,s-0.17347171902656555,s0.8046849370002747,s113.65040588378906
020_14,s-0.6477670669555664,s-0.27558639645576477,s-28.32196617126465
020_15,s-0.9747265577316284,s-0.33270782232284546,s512.5964965820312
020_16,s0.050260305404663086,s-1.0223604440689087,s-246.36997985839844
020_17,s0.1733735352754593,s-0.8046826124191284,s293.6473083496094
020_18,s0.9745704531669617,s0.33268243074417114,s332.5932922363281
020_19,s-0.9434823989868164,s-1.1296961307525635,s-27.40174674987793
021_0,s0.5644849538803101,s0.20540454983711243,s124.74234008789062
021_1,s1.0555968284606934,s-0.5622625350952148,s203.62734985351562
021_2,s0.8198779225349426,s-0.14914800226688385,s160.55174255371094
021_3,s-0.9948679804801941,s-0.1712207794189453,s154.6419677734375
021_4,s-0.7778317928314209,s-0.5713055729866028,s201.44253540039062
021_5,s0.23260551691055298,s0.5494128465652466,s336.939453125
021_6,s-0.5737284421920776,s-0.2706889510154724,s340.6055603027344
021_7,s-0.10987100005149841,s1.0554640293121338,s653.6300659179688
021_8,s-1.1626485586166382,s-1.0553597211837769,s-113.63003540039062
021_9,s-1.0552117824554443,s0.6433013677597046,s1463.6361083984375
021_10,s1.03300940990448,s1.1585001945495605,s562.2638549804688
021_11,s-0.20611071586608887,s0.7764140963554382,s113.63077545166016
021_12,s0.6202488541603088,s-1.0335404872894287,s610.9044799804688
021_13,s0.23924875259399414,s-0.8199720978736877,s340.5517883300781
021_14,s0.8376679420471191,s0.4401094913482666,s381.1048583984375
021_15,s-1.1638423204421997,s0.21042640507221222,s283.5179443359375
021_16,s-0.33389216661453247,s-0.6190983653068542,s-59.706138610839844
021_17,s-0.21596738696098328,s-1.055351734161377,s-113.63066101074219
021_18,s-0.580409824848175,s1.048574447631836,s1508.8072509765625
021_19,s-0.000368267297744751,s0.4146577715873718,s160.6210479736328
021_20,s1.0496530532836914,s0.3075088858604431,s561.1005249023438
022_0,s-1.086442232131958,s-0.6710522174835205,s876.771728515625
022_1,s0.13392776250839233,s-0.5158014297485352,s559.9794921875
022_2,s-0.13574862480163574,s0.5177553296089172,s1099.9755859375
022_3,s0.6155608892440796,s1.0805763006210327,s650.8480224609375
022_4,s1.072641134262085,s-0.19558197259902954,s-24.65236473083496
022_5,s-0.5521278381347656,s-0.12989971041679382,s1192.4195556640625
022_6,s0.27498316764831543,s0.7325188517570496,s608.3253173828125
022_7,s0.7311367392539978,s-0.2719138562679291,s877.27978515625
022_8,s-0.6739062666893005,s1.0864629745483398,s786.5885009765625
022_9,s-0.19412057101726532,s-1.0768084526062012,s1325.8250732421875
022_10,s1.0862187147140503,s0.6699224710464478,s1056.6190185546875
022_11,s1.0807000398635864,s-0.6140620112419128,s200.9955291748047
022_12,s-0.2759026885032654,s-0.7309350371360779,s68.4832992553711
022_13,s-0.6150391697883606,s-1.0810986757278442,s470.9842834472656
022_14,s0.5503263473510742,s0.13107049465179443,s1372.2288818359375
022_15,s-0.734794020652771,s0.27008455991744995,s1057.1221923828125
022_16,s-1.075334072113037,s0.19454757869243622,s-204.52235412597656
022_17,s0.6725183725357056,s-1.0863407850265503,s606.7322387695312
022_18,s-1.0811054706573486,s0.6140358448028564,s380.9098205566406
022_19,s0.19406071305274963,s1.0777848958969116,s1505.8836669921875
022_20,s0.07543542981147766,s0.3810051381587982,s1640.47607421875
022_21,s-0.07725156843662262,s-0.3790658116340637,s1460.47607421875
023_0,s0.7010851502418518,s0.6867666244506836,s835.03173828125
023_1,s1.0988330841064453,s0.48127952218055725,s152.05137634277344
023_2,s0.05937877297401428,s0.053889185190200806,s294.78106689453125
023_3,s0.2831156253814697,s1.138933539390564,s127.9402084350586
023_4,s1.1142089366912842,s-1.221876621246338,s-23.63106346130371
023_5,s1.0598397254943848,s-0.3674614727497101,s332.05133056640625
023_6,s-0.8495969772338867,s-0.30009740591049194,s570.1038208007812
023_7,s-0.33836957812309265,s0.35859525203704834,s-52.09315872192383
023_8,s0.5718817710876465,s1.1139419078826904,s293.5888977050781
023_9,s-0.6236908435821533,s0.7910543084144592,s-245.79525756835938
023_10,s-0.6420965194702148,s-1.1078869104385376,s470.7752685546875
023_11,s-0.2676723599433899,s1.1131808757781982,s66.8708724975586
023_12,s-0.4593418836593628,s-0.08507057279348373,s242.83773803710938
023_13,s1.0600353479385376,s0.7283044457435608,s332.05975341796875
023_14,s-0.6007733345031738,s0.15446192026138306,s427.3857727050781
023_15,s0.19341686367988586,s-0.7292696237564087,s62.83775329589844
023_16,s-0.17994078993797302,s-1.2216004133224487,s18.903934478759766
023_17,s-1.1052137613296509,s-0.18919001519680023,s384.3729248046875
023_18,s0.24351947009563446,s-1.0711383819580078,s602.9400634765625
023_19,s0.4543188512325287,s-0.42210283875465393,s-20.28639793395996
023_20,s0.6375998258590698,s-0.823502779006958,s650.9771728515625
023_21,s-1.1146774291992188,s-0.7020354270935059,s516.3700561523438
023_22,s-1.09905207157135,s1.2215709686279297,s161.46502685546875
024_0,s-0.8234150409698486,s0.1111021637916565,s333.7197265625
024_1,s1.13994300365448,s0.6741912364959717,s699.232177734375
024_2,s-0.11179374158382416,s1.082666277885437,s655.4955444335938
024_3,s0.36677780747413635,s-1.141906499862671,s651.6620483398438
024_4,s-0.3048228919506073,s-0.2417221963405609,s339.97515869140625
024_5,s0.21299800276756287,s0.5708165168762207,s697.4036254882812
024_6,s-0.17741239070892334,s0.7385011911392212,s513.7197875976562
024_7,s1.2535456418991089,s-1.142109751701355,s471.95770263671875
024_8,s-0.7257548570632935,s-0.2194104939699173,s540.551513671875
024_9,s-0.21302971243858337,s-0.5707927346229553,s517.4043579101562
024_10,s0.7337740659713745,s1.1466025114059448,s653.6300659179688
024_11,s-0.3667290508747101,s1.1419639587402344,s831.6637573242188
024_12,s-0.7337982654571533,s-1.1465470790863037,s473.63006591796875
024_13,s0.30478721857070923,s0.241943359375,s159.97105407714844
024_14,s-1.2540335655212402,s0.5748049020767212,s287.1454772949219
024_15,s1.2539751529693604,s-0.5745366215705872,s107.17462921142578
024_16,s0.11181823164224625,s-1.0826157331466675,s475.5014343261719
024_17,s-1.1399935483932495,s-0.6741500496864319,s519.2328491210938
024_18,s1.1462557315826416,s0.24875350296497345,s203.52291870117188
024_19,s-1.2535444498062134,s1.1423170566558838,s651.9891967773438
024_20,s-1.1462756395339966,s-0.2487051635980606,s383.5106506347656
024_21,s0.7256453633308411,s0.21964769065380096,s720.5538330078125
024_22,s0.1774013340473175,s-0.7384355664253235,s333.75128173828125
024_23,s0.8231587409973145,s-0.1109793484210968,s153.75125122070312
025_0,s-0.5805983543395996,s-0.5377779006958008,s522.2555541992188
025_1,s1.077221155166626,s0.8045783042907715,s211.16021728515625
025_2,s1.1578518152236938,s-1.2781965732574463,s342.18304443359375
025_3,s0.5598770976066589,s0.4927840232849121,s602.9464721679688
025_4,s-0.6614794135093689,s-0.29841312766075134,s341.55535888671875
025_5,s0.27536556124687195,s0.7288135886192322,s108.83370971679688
025_6,s-0.37557798624038696,s0.9631118178367615,s-199.29652404785156
025_7,s0.449116051197052,s-0.5813603401184082,s516.0821533203125
025_8,s0.7483901977539062,s-1.103787899017334,s118.6456069946289
025_9,s-0.1656702160835266,s-0.6477362513542175,s-159.08746337890625
025_10,s-1.1694082021713257,s-1.2783682346343994,s23.73069190979004
025_11,s-1.1704093217849731,s0.7455994486808777,s383.6037292480469
025_12,s-1.1204230785369873,s-0.14910273253917694,s747.3154907226562
025_13,s-0.04858614504337311,s-0.38876986503601074,s380.8799133300781
025_14,s0.30324333906173706,s0.10824951529502869,s63.44477462768555
025_15,s1.277859091758728,s1.170103907585144,s786.415283203125
025_16,s-0.9425121545791626,s0.2659994959831238,s340.7037658691406
025_17,s-0.6964621543884277,s1.1690794229507446,s66.83041381835938
025_18,s0.4150506258010864,s-0.11577405780553818,s603.3343505859375
025_19,s-1.1709340810775757,s-0.4051511287689209,s923.7308349609375
025_20,s0.8084191083908081,s-0.787126898765564,s-58.38139724731445
025_21,s1.2786260843276978,s-0.15222018957138062,s423.3331604003906
025_22,s-0.33505529165267944,s-1.1708499193191528,s113.63015747070312
025_23,s0.7697409391403198,s0.8614292740821838,s398.143310546875
025_24,s0.16064205765724182,s1.1407849788665771,s-290.1086730957031
026_0,s-0.8446465134620667,s-0.7401139140129089,s648.807373046875
026_1,s0.459000825881958,s1.202397108078003,s832.3984985351562
026_2,s1.226341724395752,s0.49227088689804077,s505.16259765625
026_3,s-1.0677746534347534,s0.3578987121582031,s145.22071838378906
026_4,s-0.8182954788208008,s1.1471573114395142,s781.8768920898438
026_5,s-1.2049543857574463,s0.6594338417053223,s383.6296081542969
026_6,s-1.225897192955017,s-0.49214470386505127,s325.1652526855469
026_7,s-0.45856744050979614,s-1.2021334171295166,s652.4177856445312
026_8,s1.0681785345077515,s-0.357849657535553,s325.2236328125
026_9,s0.42624130845069885,s-1.2050212621688843,s-246.37014770507812
026_10,s0.818263053894043,s-0.45668646693229675,s868.1571655273438
026_11,s-0.2943325638771057,s0.6168148517608643,s292.3975524902344
026_12,s0.8449861407279968,s0.7402761578559875,s828.7849731445312
026_13,s0.02793794870376587,s0.2239759862422943,s1002.4454345703125
026_14,s0.29458507895469666,s-0.6162962317466736,s112.41734313964844
026_15,s-0.027722105383872986,s-0.2235662043094635,s1182.4471435546875
026_16,s0.8187240958213806,s-1.1471143960952759,s601.9027099609375
026_17,s-1.2049564123153687,s-0.790224552154541,s516.3699951171875
026_18,s0.45741137862205505,s-0.23209026455879211,s328.0929870605469
026_19,s-0.8177793025970459,s0.45685791969299316,s1048.1763916015625
026_20,s-0.42598602175712585,s1.2053354978561401,s-66.37066650390625
026_21,s1.205377221107483,s-0.6593690514564514,s203.6295928955078
026_22,s-0.4570310115814209,s0.23210935294628143,s148.05873107910156
026_23,s1.2053755521774292,s0.7903127670288086,s696.3704833984375
026_24,s0.7032709121704102,s1.1408231258392334,s652.7622680664062
026_25,s-0.7028000354766846,s-1.140616774559021,s472.763671875
027_0,s0.5772152543067932,s1.2257193326950073,s-246.36997985839844
027_1,s0.23410262167453766,s0.16471745073795319,s340.2200927734375
027_2,s-0.6692914962768555,s-1.2321749925613403,s473.6245422363281
027_3,s-0.20110031962394714,s0.6205557584762573,s293.8844299316406
027_4,s1.0947656631469727,s-0.4885869026184082,s-34.9202766418457
027_5,s-0.7434822916984558,s-0.7419462203979492,s-651.33251953125
027_6,s-0.8199851512908936,s1.2325115203857422,s426.3730773925781
027_7,s-0.42774510383605957,s-0.6524531841278076,s260.7676086425781
027_8,s-0.2896013855934143,s1.232827067375183,s-66.36995697021484
027_9,s1.232413649559021,s0.6482356190681458,s-23.628652572631836
027_10,s0.5040154457092285,s-0.31261223554611206,s-35.63754653930664
027_11,s-0.32706230878829956,s0.4007796347141266,s-247.17034912109375
027_12,s-0.34074610471725464,s-0.23859912157058716,s65.70578002929688
027_13,s-1.3396024703979492,s-0.12226098030805588,s249.5933380126953
027_14,s-1.2322181463241577,s-1.1234803199768066,s-336.361083984375
027_15,s-0.38811546564102173,s-1.2661782503128052,s304.9839172363281
027_16,s-1.2259142398834229,s0.7599570155143738,s20.777774810791016
027_17,s1.2319225072860718,s-0.7896690964698792,s-156.37112426757812
027_18,s-0.410148024559021,s0.9901167750358582,s120.69269561767578
027_19,s0.8615979552268982,s1.1498841047286987,s300.2496337890625
027_20,s0.7749292850494385,s-1.2236131429672241,s249.9572296142578
027_21,s0.8838032484054565,s-0.7519655227661133,s-280.2814636230469
027_22,s0.834315299987793,s0.7967263460159302,s520.2210083007812
027_23,s1.2654047012329102,s0.3675411343574524,s145.07989501953125
027_24,s-1.258048415184021,s0.2945220470428467,s294.5755310058594
027_25,s0.46893811225891113,s-1.0931727886199951,s844.9115600585938
027_26,s0.10861766338348389,s-0.39208436012268066,s21.659578323364258
028_0,s-1.256721019744873,s-1.0894043445587158,s1103.6302490234375
028_1,s0.8878052830696106,s-0.8559780120849609,s1594.3673095703125
028_2,s0.5413593053817749,s-0.6355744004249573,s1550.331787109375
028_3,s-0.6764003038406372,s0.42168158292770386,s830.603759765625
028_4,s-0.4002644419670105,s0.03502306342124939,s654.0979614257812
028_5,s-0.7306210994720459,s-1.2129863500595093,s1197.08349609375
028_6,s0.35213425755500793,s0.6322653889656067,s1550.2825927734375
028_7,s1.2566962242126465,s1.0896673202514648,s923.630126953125
028_8,s0.6411206722259521,s0.8190975785255432,s249.31494140625
028_9,s-0.3940430283546448,s1.237571358680725,s1375.1451416015625
028_10,s-0.4785352051258087,s-1.2602900266647339,s1015.102294921875
028_11,s-0.35202646255493164,s-0.6323824524879456,s1730.331787109375
028_12,s0.3944001793861389,s-1.237857699394226,s1555.1021728515625
028_13,s-0.5414233803749084,s0.6358460187911987,s1010.2823486328125
028_14,s0.6757739782333374,s-0.4197836220264435,s1010.86328125
028_15,s-1.222996711730957,s0.7944290637969971,s153.70481872558594
028_16,s-1.3637927770614624,s1.2481657266616821,s2089.81005859375
028_17,s0.4002820551395416,s-0.034994855523109436,s834.0979614257812
028_18,s1.3637664318084717,s-1.2479277849197388,s2269.814697265625
028_19,s-0.8878017067909241,s0.8563106060028076,s1414.3548583984375
028_20,s-0.6411624550819397,s-0.818732500076294,s69.31988525390625
028_21,s-1.3638206720352173,s-0.17543207108974457,s1011.9949340820312
028_22,s-0.5143923163414001,s-0.22348469495773315,s831.9945678710938
028_23,s1.3637934923171997,s0.17585423588752747,s1191.998046875
028_24,s0.47887516021728516,s1.2606604099273682,s835.1453247070312
028_25,s1.223020315170288,s-0.7940294742584229,s333.7088928222656
028_26,s0.730618417263031,s1.2133457660675049,s1017.0745239257812
028_27,s0.5142846703529358,s0.22378309071063995,s651.997802734375
029_0,s1.1028525829315186,s0.04470731317996979,s389.3442687988281
029_1,s-1.2843916416168213,s-0.2722908854484558,s383.6290588378906
029_2,s-1.2874600887298584,s0.6079725027084351,s204.8918914794922
029_3,s0.10134291648864746,s-1.391724944114685,s17.568805694580078
029_4,s-0.6787735819816589,s-0.21964293718338013,s378.0261535644531
