id,x,y,deg
009_4,s-0.21820849347390156,s0.12832666019300382,s249.88495494909886929
009_5,s-0.56173972067678224,s-0.08887193398914869,s204.79370056019388358
009_6,s0.66714739135138945,s-0.04854389023316590,s336.37062226945386101
009_7,s0.18717083599076634,s0.36375303406771481,s293.62937773058547464
009_8,s0.39112049410336042,s-0.86221726728286852,s113.62937773070035519
010_0,s0.64900181453088268,s-0.03075040135176878,s336.26252902346072915
010_1,s-0.23687009825551630,s0.40307320136808600,s66.34581070317540252
010_2,s-0.61439183234366079,s-0.08875957485293838,s21.40070393360383605
010_3,s0.18801207231712749,s0.39546891602538642,s290.15056404173674309
010_4,s0.23251526676117679,s-0.53141033501291490,s292.60827409841863300
010_5,s0.15359467621874029,s-0.87149869691522419,s115.55895070197760788
010_6,s-0.16571398088561101,s0.06703794695855732,s246.34587708991500676
010_7,s0.64515626375374890,s-1.00307320136808609,s338.60593934873281796
010_8,s-0.20247988227778471,s-0.53549856295725529,s70.42159387440585760
010_9,s-0.64900181453088268,s-0.98749125698214835,s23.62936273262459963
011_0,s-0.74873713960040789,s-0.01313009472886321,s23.69161826571951224
011_1,s0.74927086384351982,s0.38898008174120868,s70.76776248003562841
011_2,s-0.10785115452040707,s-0.97647860512864249,s293.68913754543450523
011_3,s-0.39019684965397416,s-0.37371600204327160,s332.09953456608536726
011_4,s-0.74953312927883786,s-0.43925367616223432,s156.37062226991918124
011_5,s-0.36880731142878675,s-0.92876317028262367,s118.75007735380501117
011_6,s-0.27602566657237915,s0.39213579394264408,s69.25642128768021166
011_7,s0.60431262746355785,s-0.04970920324669501,s206.62355521060703722
011_8,s0.27020644677720296,s0.00720617770173699,s27.08889972810476365
011_9,s0.74953312927883786,s-0.99213579394264406,s113.68913754543495997
011_10,s0.07534354371157684,s-0.35541222300979342,s248.22257264873508120
012_0,s-0.74114858036234277,s-0.32706435372644088,s333.02472715985777540
012_1,s-0.10906581876047657,s0.54340695352041823,s161.07458686228915212
012_2,s-0.71876914874453157,s-0.63114899272888003,s155.29947954118244979
012_3,s0.28328637000462725,s0.07003050916763913,s116.90654298938954980
012_4,s-0.69018469521342340,s0.54465962932206824,s153.02472922660433596
012_5,s0.74114858036234277,s-1.14465962932206811,s336.37062226951388766
012_6,s0.66838450532255489,s-0.39763113798201055,s114.40513594301785361
012_7,s0.73217236871025471,s-0.07121288770086677,s340.35669660997359642
012_8,s-0.33816123173530066,s-0.58240278971769932,s296.90650281232342422
012_9,s0.34309374031693396,s0.40555722675894712,s296.05311394692364502
012_10,s0.03111676370556234,s-1.04332631753802518,s295.98911109106973072
012_11,s-0.21438888732611885,s-0.99613465453506167,s115.98906160013012823
013_0,s0.33304753984006991,s-1.07644252489598946,s246.37062226958619249
013_1,s-0.75379345871417547,s-0.00937239330445851,s154.34585274779465180
013_2,s-0.07025521357600659,s-0.14704351528496520,s286.14076473543514112
013_3,s-0.02710344336327129,s-0.73787500365851222,s295.74905570494252061
013_4,s-0.88685089672731154,s-0.98606155483029756,s293.62964322131927020
013_5,s-0.41449098554029667,s0.06693722247822630,s336.92774592470459538
013_6,s-0.88655371336919575,s0.47644252489598937,s291.11278331765947769
013_7,s0.05689589745154251,s0.46910134024124478,s294.66477823938930669
013_8,s0.88640444879685965,s-0.12414360333798700,s108.78070133678596676
013_9,s-0.22131170109775689,s-0.35788883678761402,s109.19234156729129381
013_10,s0.77087631482065966,s-0.62172345879440216,s199.93611032890805745
013_11,s0.88685089672731154,s0.43818240096502209,s114.66477823938748770
013_12,s-0.10016150233059098,s-1.07643912875108505,s113.62964322135587736
014_0,s0.19255596821106682,s-1.22330320355364419,s331.12740139574316345
014_1,s0.81945948363155396,s-1.24059524855297010,s17.17083741425085464
014_2,s0.83320447848957779,s0.11329735836967972,s336.37062226960824773
014_3,s-0.83320447846266654,s0.64059524855297012,s156.37062228031231825
014_4,s-0.21661437575981779,s-0.13522413847180137,s202.33190809232996799
014_5,s-0.74660056506242878,s-0.44594679360624428,s241.12598354531598943
014_6,s0.39617587879188543,s-0.21834259709415327,s157.39428713720349151
014_7,s0.35731523158259371,s0.53229287001116421,s293.24239540769735868
014_8,s-0.83320447848957802,s-1.24053808379451880,s23.62937773039789136
014_9,s-0.05564585692357279,s0.23605207597560482,s256.08490188422410938
014_10,s-0.52448933782970231,s0.13574115077259341,s128.12063373981743553
014_11,s0.82863375478306200,s-0.31249403534354109,s201.68698371967070671
014_12,s-0.15015387409781558,s-1.11997719926905015,s61.12598354520201838
014_13,s-0.46592496959656088,s0.44084198854026463,s301.08490188448354274
015_0,s-0.45009686715453817,s0.20942572134908288,s328.62952542478694795
015_1,s-0.87357947009519687,s-0.64871041051271705,s156.36963376695052830
015_2,s0.10540540799385320,s-0.56107036775579866,s9.18526087765866350
015_3,s-0.97742200386386813,s0.53785228503701943,s292.54051836971848388
015_4,s0.97742200386386813,s0.56928122007378323,s113.62936009896384348
015_5,s0.17883320281699891,s-1.08001278828778591,s293.97866528103008932
015_6,s0.97731153047087649,s-1.15471278521858678,s114.17457624868575294
015_7,s0.53793013884072471,s-0.41485741666892362,s234.68447030658865060
015_8,s-0.28899598406119170,s-0.17728744847922681,s107.55790579001586593
015_9,s0.10664539760799641,s0.57182594573684953,s293.62936009907946300
015_10,s-0.72196384085557541,s-1.17182594573684962,s246.37062226933380771
015_11,s0.49989034353813661,s-0.11091473917653701,s48.68601137656958144
015_12,s0.87005978947843099,s0.08570411023728729,s203.62936705608035481
015_13,s-0.77840050424927298,s0.17499706768821330,s148.68060330225358712
015_14,s-0.31473448704872670,s-0.70001723031723651,s200.73883179186509551
016_0,s0.10942677781615762,s-1.14174973435101412,s246.91723746234788450
016_1,s-0.14167348665508839,s-0.01391067180145039,s67.90401891509088728
016_2,s-0.10006305059340019,s-0.64983995577913678,s67.90416615371236730
016_3,s0.13337531340374872,s0.60133660351893570,s246.91927461889963524
016_4,s-0.13337646040535509,s-1.20133517455874861,s66.91968026567241168
016_5,s-1.00992763408764108,s0.60134102466263861,s246.91742222756124647
016_6,s1.00992763408764130,s-1.20134102466263881,s66.91723746237710202
016_7,s-1.00905401525991767,s-0.04274226685737220,s247.90401891509088728
016_8,s1.00992047360165027,s0.60133455405677183,s66.91806700879476466
016_9,s-1.00992440822681240,s-1.20132202282882128,s246.91927180112543283
016_10,s0.14167209050679630,s-0.58608810294225100,s247.90405335917512275
016_11,s1.00905263523515232,s-0.55725601957544002,s67.90405335917535012
016_12,s-0.10942630911764188,s0.54175195116748232,s66.91742223573982074
016_13,s0.10006184222059002,s0.04984119794704811,s247.90419087778150242
016_14,s-1.00979707561686904,s-0.58604054692752949,s247.90467405033462001
016_15,s1.00979704601873799,s-0.01396136467327359,s67.90466639051658149
017_0,s-0.93655027445899586,s-1.34452113066190426,s23.62937773057444701
017_1,s0.19742947850522871,s-1.10477747570382157,s235.50768672836477435
017_2,s-0.04824974106528170,s0.74452113066190395,s174.98693183507896265
017_3,s-0.11218618920568420,s-1.23715894225925727,s113.62937743649337108
017_4,s-0.49963745782023739,s-0.17288111723454466,s343.98745455378821134
017_5,s-0.47173251095951291,s-0.92458251362686195,s69.59872519667834467
017_6,s-1.04360587049044273,s-0.31199793481456334,s249.30563356622110405
017_7,s0.75652783625451148,s-0.21020562555263625,s30.83875868655076147
017_8,s1.04360587049044251,s-1.25173059651822305,s55.50768672836903761
017_9,s0.92927637086121695,s-0.71187011404865563,s336.32197453933224551
017_10,s-0.88902057169426096,s0.12921722528769544,s24.30977521033105404
017_11,s-0.09251633963733209,s-0.32023218736332337,s174.81799635524885161
017_12,s0.45526374247424528,s0.62516744250264489,s291.72390947509575199
017_13,s0.52343951528599497,s-0.47115020393190454,s129.59247411525370808
017_14,s0.93026341229033327,s0.21738394063793373,s336.37062226984164681
017_15,s-0.52427947375731065,s0.62965474376207431,s66.37062226869545611
017_16,s0.16080164845566119,s-0.14146376925789306,s354.98693183507816684
018_0,s-0.36090064888743834,s0.22462467055294924,s120.86317063555469531
018_1,s-0.96162270344022238,s0.24858932676781315,s20.78042374722446084
018_2,s-0.43165268321257944,s-0.39168205561745029,s77.75483418899483468
018_3,s0.45787549534730115,s-0.98498443138407121,s293.29343385279253198
018_4,s-1.07556193608453565,s-1.21386822257870453,s246.37062226933664988
018_5,s-0.19053713252547147,s-0.22978963181077916,s258.76608481693301655
018_6,s-0.85883655565222805,s-0.84407223873738746,s32.51516549426730762
018_7,s0.96689888443968364,s-1.32123041026162014,s336.37062226937314335
018_8,s-0.55592894769484225,s0.72123041026162005,s66.37062226932027897
018_9,s0.92194485185677844,s0.19443308070804124,s334.40000370207735614
018_10,s-0.57071046356827781,s-0.90513781732972265,s218.11886274816674813
018_11,s0.41796072361582692,s0.47963075730499993,s118.61492302033076385
018_12,s-0.10330890345635706,s-0.85204886259660551,s304.92826158204422882
018_13,s0.54569860128389769,s0.71732376169352419,s291.97929160329908882
018_14,s0.06433029268997294,s-1.21386820661615991,s246.37062878905078378
018_15,s-0.24510987259810485,s0.58950676033418803,s304.43517126111032667
018_16,s0.67695457426480898,s-0.06423631702034176,s78.76608481693119757
018_17,s1.07556193608453587,s-0.31172401522767196,s117.59103247427862016
019_0,s-0.79754298280053271,s0.17766059414943794,s336.79783641688516127
019_1,s-1.00231440711525610,s-1.39815352766376466,s23.62826514728544680
019_2,s0.23064334578512879,s-1.31172975762016497,s58.90771548008069658
019_3,s0.59913374728978508,s-0.33866364412343886,s35.87527070062424173
019_4,s0.23385669160303368,s0.68465706129083237,s208.42703520409168050
019_5,s-0.69361863336345864,s-0.89307439976540892,s51.87702734545837302
019_6,s1.11004593303994770,s0.71243109655577819,s67.16577564842128822
019_7,s-1.00231743977701937,s-0.22520168839159546,s23.62937773061412372
019_8,s0.90777431384231577,s0.09829535839806285,s28.42703520413226670
019_9,s-1.11004593303994770,s0.69555093906976340,s295.10724855876912898
019_10,s-0.63517730214313628,s-1.19831919372923257,s238.90834608135162398
019_11,s0.98940991392104760,s-0.88453695944404542,s204.68215568128653103
019_12,s0.66479370800330162,s-0.81686370092470573,s67.94763223720502765
019_13,s0.00227254210159099,s-0.31496402103955295,s359.99142922320766047
019_14,s-0.59444705303386913,s-0.36329514614213265,s327.67785068994066933
019_15,s1.00282213137057075,s-0.46577914256850006,s336.37062226941725385
019_16,s-0.33740908409418269,s-0.61465806795372979,s238.90771548009615799
019_17,s0.49578816309321139,s-1.27244273265052388,s244.92980201909756488
019_18,s-0.14870639236192140,s0.79815352766376446,s154.76803503536234530
020_0,s0.60853059440125212,s0.68719845842181648,s63.73598433051961365
020_1,s0.15738635344184013,s-1.35882600597130643,s281.93120267642188992
020_2,s1.13645395564404872,s-1.37380416424349105,s114.07716584346991340
020_3,s-0.44891019567397439,s0.69416178500148928,s262.54708764741383220
020_4,s-0.29050497140623666,s-1.42762124860065098,s329.52394590942753894
020_5,s0.46821949786530431,s-0.92869859453878423,s20.76712249634749696
020_6,s-0.78275599460642031,s-1.06435751006099166,s292.32169412523876417
020_7,s-1.01655826271226046,s-0.09996022208234806,s24.61732299844277350
020_8,s-1.13645395564404850,s0.72054984689847856,s293.62937773042267509
020_9,s0.33879673487951373,s0.26500237452058273,s84.51936969908689434
020_10,s-0.45682241208020458,s-0.00814390572460267,s33.08718373331635121
020_11,s1.06345275043679344,s0.82762124860065100,s199.84543148039472271
020_12,s0.46633894065856052,s-0.03610260380866406,s200.76712249576735303
020_13,s-0.16459077316034618,s-0.09269226298018966,s206.75487912447488270
020_14,s1.05410608811838102,s-0.13642344620984667,s202.86378307659856546
020_15,s0.67091323659337465,s0.35187845549603936,s244.44772048647087104
020_16,s1.07002853091524264,s-1.02139918253954631,s22.80579780149071212
020_17,s-1.02914773528014636,s-0.51920071710812721,s156.37062226947625732
020_18,s-1.13628564830506829,s-1.37025245110509730,s251.04069152793454123
020_19,s-0.64366689725811865,s-0.47554009468754554,s250.58677417699357193
021_0,s-0.45659141214472937,s0.39337494119063915,s146.12690732139972738
021_1,s-0.71811676606952801,s-0.95825416951896580,s199.62951684432317734
021_2,s-0.29784994753014887,s-0.84440590367042878,s357.64268072241281970
021_3,s1.03568005013445230,s0.36357912416063531,s334.39934761885808712
021_4,s0.54762091346299513,s0.75755067996192138,s294.16288011057815766
021_5,s-1.10801283571431552,s-0.07012230603409546,s23.75713267623972058
021_6,s-1.16806398656102006,s-1.40597095219259005,s246.37061559686330270
021_7,s1.06069788393090714,s-0.49182387812605827,s336.37031612205061037
021_8,s0.33229910593100875,s-0.27498992019741297,s284.91905810394837317
021_9,s-1.10965538641891848,s-0.62858997249342052,s156.37062164631433347
021_10,s0.16257773701794354,s-0.61352839069589349,s177.58056866888205150
021_11,s-0.04208008979280845,s0.18807746328882863,s185.56136936396981696
021_12,s-0.27093907123464095,s-1.37653468981582527,s246.16950003222490295
021_13,s1.08799592754586283,s-1.02928005203769102,s42.93948782691047938
021_14,s-0.65340601651148167,s0.76438614066384092,s293.62937761532987224
021_15,s0.39652306375014607,s0.35457623174770991,s238.41885378473807577
021_16,s0.53379492892165603,s-1.30920951507553474,s357.58057072461087955
021_17,s-1.11124503260701890,s0.80597106180979383,s204.27043092991394246
021_18,s-0.82625420990774212,s-0.51943097535354088,s315.65855913832814394
021_19,s1.16806398656102006,s-1.40597106180979381,s113.62937747389011633
021_20,s0.27273358688215782,s0.79320482046083496,s123.50703712429314862
022_0,s0.26063825062832702,s0.51632893519878487,s247.46745563583928629
022_1,s0.62213982045400962,s0.81317237644007168,s292.45498288674679088
022_2,s-1.10132659175734249,s-0.52067785847188375,s155.27311929991748229
022_3,s1.22334237939226464,s-1.41598004862076143,s113.62933708035434677
022_4,s-0.00218152958766207,s-0.11935988886184105,s298.86271771495603389
022_5,s-1.13953235331080327,s-0.25206126492235076,s328.08850239158158502
022_6,s0.15161493309739474,s0.77545535879733407,s67.46744193311666038
022_7,s-0.70370749033747082,s0.81598004862076146,s66.37071746558744678
022_8,s-1.22334237939226487,s-1.41597999775312111,s246.37067712777067641
022_9,s0.63324336352659027,s-0.24176567452127376,s118.86289313293114844
022_10,s1.10148642972844146,s0.41018289277401476,s335.23257751020122441
022_11,s0.85619822065330131,s-0.92243348996731322,s157.87841455610177377
022_12,s-0.44145912040452556,s0.10805825346746956,s148.08850522315944431
022_13,s-1.10940999915974614,s0.34333322161499363,s20.78325441671531948
022_14,s1.11459772926176615,s-0.81028495542650114,s336.94177838424099036
022_15,s-0.86549284094750301,s-1.13699049066567870,s340.59174024248744672
022_16,s0.31137668695347642,s-1.41597848051080977,s113.62950642635121312
022_17,s-0.29634998320196054,s-1.32557124761275325,s20.50879437159727559
022_18,s1.11459771111320127,s0.06639089826470075,s156.94179564054633147
022_19,s-0.26950987662494824,s-0.31634005519577746,s189.01299475624665547
022_20,s-0.57262054129451601,s0.59519908496512286,s248.54860514658957982
022_21,s0.10490806787336973,s-1.00435552339399425,s306.03669261420236580
023_0,s-0.69940072433381939,s0.89524618750412532,s218.56913105030079691
023_1,s1.18982578603909572,s0.22056868402351804,s103.46036637512251843
023_2,s-0.22897636860392698,s-0.71193180523009558,s265.79890709426365447
023_3,s1.18871078291970722,s0.79512361925299857,s114.55802932948029138
023_4,s-1.18098426893111386,s-1.00428580359464537,s159.15837949739417923
023_5,s0.66991034472211652,s-1.47577214939375456,s246.18438239002904311
023_6,s-1.06509499339173730,s0.36128527791121362,s210.73572956132363743
023_7,s0.48459164129145371,s-0.30070825656262107,s283.46036755815458719
023_8,s0.39152677588982560,s-1.51000452568495525,s55.60400405615285990
023_9,s-1.18982573620091081,s0.90016984494732089,s156.37061681602918384
023_10,s0.94381695516410780,s-0.69448409455516824,s325.08280463262269677
023_11,s-0.46649606157012680,s-1.34655997860245225,s235.57617651761015054
023_12,s-0.06801542602940439,s-0.12155286025990207,s222.27149770443077159
023_13,s-0.36860232583671776,s-0.05484801897054287,s30.73573004661032471
023_14,s-0.46689092883117506,s-0.48588226109790944,s96.56908586175455866
023_15,s1.08062211711284806,s-0.99579696845713705,s203.46638556414890786
023_16,s-0.54331640428626160,s-1.09741646003646864,s52.07147459427631020
023_17,s-1.18982578603909595,s-0.14913040782866846,s156.37061811428756641
023_18,s-0.77755484288515941,s-1.47815299521383969,s113.62937728942033289
023_19,s-0.10104509738848239,s0.91000452568495516,s182.82940497730575657
023_20,s0.20014948722300721,s0.22482772069080995,s284.26265452266221700
023_21,s0.31560067840661044,s0.78098373431215484,s294.55701846382908116
023_22,s0.71391546781774362,s-0.99901858363687202,s91.97012598081389001
024_0,s0.90524717632193297,s-0.85064097078876144,s156.37057949161035708
024_1,s1.12528009221882530,s0.15114205252898580,s155.39096111321285321
024_2,s-0.41569056912259622,s0.77146413001209180,s304.76978324715213375
024_3,s1.07239990797314433,s0.39589927748729709,s335.38231628907720960
024_4,s0.25988186955766085,s-0.69646369840713729,s152.42541937045021427
024_5,s-1.19763444390111795,s0.49476256744489649,s23.62937763801742364
024_6,s-0.23178045461319402,s-0.64424922020411335,s31.18386413124635581
024_7,s-0.72499383295432740,s0.90045692742654204,s69.21962945039916804
024_8,s0.73742181364757542,s0.40402492857983113,s83.04666183491241327
024_9,s-0.76138962855645420,s-0.99879108457654509,s350.17126546948810528
024_10,s0.25442156627914475,s-1.52209130357740774,s332.42541820954977538
024_11,s0.43554503391383087,s0.93154885352590289,s124.76978417411854139
024_12,s0.51217845147645247,s-0.58576817268176817,s335.87437356224887708
024_13,s-0.33132461786724743,s-1.53154885352590320,s357.96094779872851177
024_14,s1.12283471342285757,s-0.72753231730394607,s336.37062265128588479
024_15,s1.23154437679434547,s-1.36228788317134475,s117.69416953875392551
024_16,s-1.19015215529328300,s-0.94949900554546529,s159.64108884363082552
024_17,s-0.76863703193110400,s-1.41343571679306379,s113.62938052833010261
024_18,s-1.23154437679434525,s0.21212084834686551,s214.98803369883731307
024_19,s-0.00106890059053133,s-0.26012876557284598,s293.36139092770946490
024_20,s-1.05956524422696829,s-0.64398849447063689,s34.98803210800804209
024_21,s-0.71141979400362065,s0.51754121997402569,s173.81537668508701699
024_22,s-0.33953639936622682,s0.24271898457071170,s269.73860873104973734
024_23,s0.71400125738863629,s0.89928857557966690,s294.23624041440990595
025_0,s1.12120395492046843,s-1.12561048986410217,s2.65791758878720463
025_1,s-0.24151608051363899,s0.12377950138124837,s69.31567938824669284
025_2,s-1.25811721325890979,s0.45702386192788658,s23.62939211198413503
025_3,s0.14396130108306832,s-1.56353947520050118,s349.35472022087691357
025_4,s-0.43722913339514557,s-0.37522867245615632,s121.50021035039928563
025_5,s-0.85312003689630744,s0.93943729092187689,s65.10291816556227218
025_6,s-0.80019826780813497,s-1.41818972520330755,s243.59558303283699843
025_7,s-1.24915918279995108,s-1.56037989108747466,s19.65212080127396632
025_8,s1.10999512919013177,s-1.45329838842397852,s113.62937780799629195
025_9,s1.18068170402882000,s0.27907898246969914,s36.12964714320409598
025_10,s-0.04889190948440569,s-0.34726776774176293,s331.30872721743344300
025_11,s1.15070821990443162,s-0.00464951124581634,s203.63303962703082561
025_12,s-1.22937705047359591,s-0.59234587676109085,s18.77635669813569308
025_13,s-0.86400565636430726,s-0.10665123130045565,s61.27443056862581017
025_14,s0.04277041374932221,s-0.63990246424639519,s166.59891706646675402
025_15,s0.63653477192161545,s-0.83746969061737819,s170.10210345088259487
025_16,s-0.37944622837623948,s0.71681768730998663,s112.09593201133914420
025_17,s0.63919428117376631,s0.19677277977737376,s151.30872116425888407
025_18,s-0.07262898132072049,s0.52236156059581040,s262.83001862484002231
025_19,s0.34045555551225309,s0.96353947520050109,s221.28434227180974858
025_20,s0.00865809199941201,s0.95557378501120505,s66.37061094292664620
025_21,s1.25811721325890957,s0.95557407240658110,s66.37062246417329447
025_22,s-0.50288868721239866,s-0.88419208160440865,s202.16952436026829787
025_23,s-0.85992829978873886,s-1.08365561471797545,s63.96877750696577891
025_24,s0.85919159453319416,s-0.36188249103415776,s111.66955672296701607
026_0,s-0.91461663496036039,s0.12266523697949837,s132.83091989633726371
026_1,s-1.23850597813967855,s0.61147172738198452,s156.37065633727866043
026_2,s0.65135552915263806,s0.93865048906538140,s66.37062317827874836
026_3,s1.23620992113310013,s-1.64556237366536151,s337.32667720305425973
026_4,s0.00458080102949493,s-0.98019652663141821,s212.06259272395425342
026_5,s-0.20719935206485646,s-1.53836169400451062,s246.37062382421134998
026_6,s0.72326684223948268,s-0.56127772283614752,s105.08008451263140159
026_7,s0.53158585605742770,s-0.10126746786943203,s309.50023397841772521
026_8,s-0.29973971152713058,s-0.42044168538154625,s32.14579909533716773
026_9,s-0.39363937193818577,s-0.77607923446661975,s140.42324203118403148
026_10,s0.43646513795922631,s0.38058590691357769,s33.56555379873746148
026_11,s0.75879377254585101,s0.65346066584613438,s248.85844846777996509
026_12,s-0.87772543268878989,s-0.33320471902325083,s183.74100634773634511
026_13,s-0.35446532019569338,s1.03881259511937940,s219.04864103687981469
026_14,s-1.16575917013203778,s0.93865046618098014,s293.62937139816915533
026_15,s-1.23850608201954548,s-0.67966661612124413,s156.37062256841076646
026_16,s-0.79954430659269893,s0.62536761751535830,s255.69616207397476160
026_17,s-0.73781344733974108,s-1.64601264902231192,s322.51286835869990455
026_18,s-1.22785769156198898,s-1.59754367049432067,s341.18419108518452276
026_19,s-0.03706651824017087,s0.13234985738451788,s75.69614600267821913
026_20,s0.23999630124569843,s-0.17326738865107502,s148.55912467904144592
026_21,s0.77775233710816649,s-1.61830112419733751,s38.46603127281213119
026_22,s1.23850589760599439,s1.04601264902231184,s203.62939774279521998
026_23,s1.11703279849453718,s-1.09074423006265020,s84.51908291047274702
026_24,s1.21917461076120115,s-0.71228293789484576,s23.62938941053283415
026_25,s1.23850608201954571,s0.14242319613626378,s203.62938308811789057
027_0,s0.48268548088056507,s-1.54003645108136578,s112.09702376422671932
027_1,s1.24406662315982697,s-0.29266416918215110,s203.62936122905674097
027_2,s-0.39146028259182331,s0.52984820060373572,s231.07839572971056441
027_3,s-0.03239870489692841,s-0.56958180705195338,s154.72140602581663416
027_4,s1.22848313841742063,s0.12481833090603899,s335.14657945544297490
027_5,s-1.20497038101167009,s-0.03443237126856102,s153.27625583974202073
027_6,s-1.20495219927979247,s-1.14978915227527301,s153.27480877304620321
027_7,s1.35010106803578167,s-1.50050761081584172,s110.71253157501875819
027_8,s-1.24898814133400671,s-0.90369490892858528,s333.27571156123883611
027_9,s-0.65148999182802159,s0.91667299513198430,s264.59214240115943539
027_10,s-0.55109764491625957,s-0.27591096938167781,s187.32899751049896508
027_11,s0.89913490983482758,s0.06618634611517728,s106.85914837973736269
027_12,s0.80275995122460164,s-0.75351439151362609,s250.64086275810169013
027_13,s-0.71372847258125605,s-1.17768640261679591,s7.32900974719241560
027_14,s-1.35142890864441489,s0.94445617539919613,s293.62964295234519341
027_15,s0.61690962191916965,s-1.32378110811268312,s290.64118562423232106
027_16,s0.91747925176723300,s0.48752635195469979,s20.03547502190927077
027_17,s0.41628833348709460,s0.94446005630460228,s66.37062017377742507
027_18,s0.32922999053969110,s-0.51029052198594305,s286.85914664307927069
027_19,s-0.40961337162870309,s-1.54446005630460226,s293.94867691663273490
027_20,s-1.26545059158388051,s0.25118269717311259,s328.76638481091072208
027_21,s0.46296357134284738,s-0.92763258428537010,s111.36403540273708757
027_22,s1.35142890864441489,s0.94445875674245827,s66.37052485743723196
027_23,s-0.70068429722572423,s-1.51176300434927358,s116.14438308045102133
027_24,s-0.76102700335693418,s-0.07384331562893522,s1.29854493635056389
027_25,s0.52330750895004496,s0.31926609882213619,s59.18930200277981868
027_26,s0.06479336267262290,s-0.23933670449232092,s51.07839643074174063
028_0,s1.27505601202522412,s-1.04626307516658379,s203.62811610221604042
028_1,s-0.94711741879325329,s0.22482194780989970,s307.55936480233219754
028_2,s-0.40388603268809681,s-1.60946453998769723,s299.26511096873963425
028_3,s-1.27747510658651708,s0.50622571779991887,s20.17720062771610046
028_4,s0.50013784496573821,s-1.59413796990046475,s113.62937730042384032
028_5,s-0.84900485726475117,s0.96626222640360704,s66.37062008164568283
028_6,s1.27505953027308672,s-0.12368811207321541,s203.62937799886492485
028_7,s0.89156645882239527,s-1.53503675510396276,s241.66051915435065212
028_8,s-0.66675652899269267,s-1.57005630840656263,s115.52600594471435613
028_9,s1.13780747430865037,s0.17730281737923470,s325.11882037562321557
028_10,s1.05644232611976108,s-0.52753187838813709,s166.33848589725525358
028_11,s0.98573211170672315,s0.74929205622446338,s112.14136498164498335
028_12,s-1.17443741880318986,s-1.24117778486142250,s147.35394267571282967
028_13,s1.38242170094201899,s0.96626205646263164,s66.37070018511120395
028_14,s-1.38242170094201899,s-0.88209173788738626,s294.44428403481680334
028_15,s0.50926679901631511,s-0.44526323769470910,s75.09115345384743989
028_16,s-0.75814866332745878,s-0.24226726345903862,s113.04307409620838598
028_17,s-0.85104962605467915,s-1.18710277467066883,s296.50524201326754792
028_18,s0.86872590005425310,s-0.26542362659641139,s18.21699093312827245
