id,x,y,deg
007_6,s-0.46334416303332381926,s-0.42804069248925619151,s27.81661718426283513850
008_0,s-0.24956221986025761694,s-0.41109156948443054125,s51.76673779428261923385
008_1,s0.66466754290567109376,s-0.85730535431158927384,s113.62937778725904536259
008_2,s-0.66466754290567109376,s0.25730535539648896615,s293.62937773061582902301
008_3,s0.55730535518841151088,s0.32683689328546422503,s203.62937773013507580799
008_4,s0.24956221983709978018,s-0.18890842996635434647,s231.76673780990594764262
008_5,s-0.20658887534626640958,s-0.85526210152893866745,s293.62937778725290627335
008_6,s0.20658887515752757946,s0.25526210152185624391,s113.62937773146187225848
008_7,s-0.55730535521447366332,s-0.92683689328546425834,s23.62937772797568669603
009_0,s0.10225263149332693147,s-0.33064306393511988524,s154.94474631377585183145
009_1,s0.64301719118340261439,s-0.45942593092794264953,s205.52986072606344691849
009_2,s-0.54703015304820068465,s-0.96531055331669146646,s24.24187710903973780319
009_3,s-0.66714727344389379571,s0.32518965503126923133,s296.80593244318509960067
009_4,s-0.21820839435693636932,s0.12988538156990783734,s249.88481796271716461888
009_5,s-0.56173968983461786131,s-0.08731336786487615964,s204.79373965347255648339
009_6,s0.66714727344389390673,s-0.04698612275697025553,s336.37062226744831150427
009_7,s0.18717062139296994361,s0.36531055331669143316,s293.62937761086601540228
009_8,s0.39112037530285270748,s-0.86065949886982728856,s113.62937773077503322838
010_0,s0.18801237374619550469,s0.39546834180254847313,s290.15041855043256191493
010_1,s0.64515619978647853472,s-1.00307325340745956410,s338.60591162668850984119
010_2,s-0.61439181176703749898,s-0.08875978435431050584,s21.40062905327539510836
010_3,s0.23251489712311249058,s-0.53141042277025252183,s292.60822867155803805872
010_4,s-0.20248007017719249490,s-0.53549815257857047435,s70.42162643260670051859
010_5,s-0.64900187044702750683,s-0.98749083314724039884,s23.62937777683067253065
010_6,s-0.23686986625113951033,s0.40307325340745947528,s66.34583573242019838290
010_7,s0.64900187044702750683,s-0.03075029423653550045,s336.26254323624209519039
010_8,s0.15359408066274049531,s-0.87149884801766552833,s115.55895211941930256216
010_9,s-0.16571381964300049838,s0.06703740723582339578,s246.34591040480106016730
011_0,s-0.74873665677356793235,s-0.01313007529236119922,s23.69164699515400229757
011_1,s0.74927074595284803848,s0.38898000066108689987,s70.76774018022007339823
011_2,s0.07534433613141700015,s-0.35541173174663248657,s248.22256110318173227824
011_3,s-0.10785109510832520396,s-0.97647834757940665806,s293.68914633439533190540
011_4,s-0.39019628056495719859,s-0.37371599881536610166,s332.09952603017615047065
011_5,s-0.74953301378201631078,s-0.43925344336549959623,s156.37062226993020885857
011_6,s-0.36880726364367283354,s-0.92876295547923348739,s118.75008744213046441018
011_7,s-0.27602517876513160688,s0.39213559066878972414,s69.25644972352584716191
011_8,s0.60433333624813456719,s-0.04971076885893720154,s206.62188675306589402680
011_9,s0.27020661935565326583,s0.00720548210669160090,s27.08881263455786125860
011_10,s0.74953301378201631078,s-0.99213559066878986847,s113.68914632358539051893
012_0,s-0.74114856397000705712,s-0.32706435670461847520,s333.02472712086955652921
012_1,s-0.69018465258977212962,s0.54465961331397449996,s153.02472712669313636979
012_2,s-0.33816097875366302183,s-0.58240282776581453472,s296.90655525935636660506
012_3,s0.73217235007640890654,s-0.07121287965000150377,s340.35669758926491113016
012_4,s0.74114856397000694610,s-1.14465961331397458878,s336.37062226934955333491
012_5,s-0.21438877035289810591,s-0.99613471905683237395,s115.98910666389814139166
012_6,s-0.71876912941584414352,s-0.63114898822088350006,s155.29947932648241248899
012_7,s0.28328638038757386619,s0.07003050796889040419,s116.90655534425512485086
012_8,s-0.10906584267592600579,s0.54340693783354743207,s161.07459873692164364911
012_9,s0.03111674392583188911,s-1.04332627376517050877,s295.98910689565548182145
012_10,s0.66838448208603995493,s-0.39763113012727052675,s114.40513422886589012251
012_11,s0.34309377823939390950,s0.40555725944841941599,s296.05310998860585414150
013_0,s0.33304697400033000942,s-1.07644246948330635227,s246.37062226942990150746
013_1,s-0.75379356616796588941,s-0.00937233969147839054,s154.34586466331066390012
013_2,s0.05689595255688062458,s0.46910132970044632339,s294.66477488133602946618
013_3,s-0.02710374008307837521,s-0.73787476930546846976,s295.74901174636443101917
013_4,s-0.22130429103882887087,s-0.35788579434771528032,s109.19207708680058033224
013_5,s0.77087614927345571303,s-0.62172378640914871539,s199.93606255384941050579
013_6,s0.88685082977698814766,s0.43818221153868730511,s114.66477488116836980225
013_7,s-0.10016179118662107972,s-1.07644063299533709888,s113.62952129624366648386
013_8,s-0.07025516171127157983,s-0.14704362834874909471,s286.14075951143564680024
013_9,s0.88640438652795594532,s-0.12414399924443908496,s108.78066867883052282195
013_10,s-0.88685082977698836970,s-0.98606121422591463954,s293.62952129744411422507
013_11,s-0.41449093951290405524,s0.06693718290756871248,s336.92774397067961444918
013_12,s-0.88655367082101554921,s0.47644246948330620794,s291.11278228260755440715
014_0,s0.19255596820872733499,s-1.22330320354910226932,s331.12740139597599409171
014_1,s0.35731523158305644738,s0.53229287000500546956,s293.24239540749493926342
014_2,s-0.52448933782737849896,s0.13574115077048765077,s128.12063374008431537732
014_3,s0.82863375477742251540,s-0.31249403534356257062,s201.68698371961127691065
014_4,s0.39617587870021220287,s-0.21834259714885176362,s157.39428722210755040578
014_5,s-0.46592496959573598270,s0.44084198853629413817,s301.08490188430397438424
014_6,s0.83320447848608569785,s0.11329735836426144124,s336.37062226939616493837
014_7,s-0.83320447846009881854,s0.64059524854812388561,s156.37062227916314327558
014_8,s-0.05564585692103807268,s0.23605207597442434686,s256.08490188393955122592
014_9,s-0.74660056505725724829,s-0.44594679360880223884,s241.12598354585509241588
014_10,s-0.21661437571163616456,s-0.13522413862200305390,s202.33190815008273943931
014_11,s0.81945948362669507326,s-1.24059524854812397443,s17.17083741449694400671
014_12,s-0.83320447848608569785,s-1.24053808379022778574,s23.62937773065999991218
014_13,s-0.15015387409565986165,s-1.11997719926505046040,s61.12598354572128300788
015_0,s-0.32335921158170621847,s-0.70002119475607205157,s200.73886977860161096032
015_1,s-0.78702205477556574920,s0.17499875839198369976,s148.68038939046101631902
015_2,s0.17020862343827769525,s-1.08001643948177994403,s293.97856074507160428766
015_3,s0.96500778199114534139,s-1.16409929386795152340,s114.03821575193221349309
015_4,s-0.73059178615678899149,s-1.17182583992069289103,s246.37062226935000808226
015_5,s0.96879765051191379932,s0.56927770201891869650,s113.62937773089210224953
015_6,s0.09802456659979048859,s0.57182583992069269119,s293.62937773067920943504
015_7,s-0.45871789587760930518,s0.20942563274878739366,s328.62951711680642574720
015_8,s-0.88220683251904619127,s-0.64870856941415011576,s156.36988864341972771399
015_9,s0.52930718227539708121,s-0.41486127549022860928,s234.68429681388559515653
015_10,s0.09678117298500189813,s-0.56107408706622108330,s9.18522212609568278197
015_11,s0.86143546279562055457,s0.08570051489154190127,s203.62937773237064220666
015_12,s0.49126648111329751512,s-0.11091877079488229874,s48.68597700715154985573
015_13,s-0.96879765051191379932,s0.55824821001836200107,s288.67226795635980352017
015_14,s-0.29761927752181938089,s-0.17728833776324831595,s107.55766240723436055760
016_0,s0.10942675229097305334,s-1.14174969609928567138,s246.91723755888205005249
016_1,s-0.14167344298626205479,s-0.01391066618361276250,s67.90401826965387499513
016_2,s0.14167204011554854204,s-0.58608810073337791469,s247.90405441182295476210
016_3,s1.00905260331258150863,s-0.55725602024553533287,s67.90405441182375056997
016_4,s-0.10942626357932934422,s0.54175190797501815432,s66.91742482940992431395
016_5,s0.13337527597019444014,s0.60133656493972820201,s246.91928304047829101364
016_6,s-1.00992762116341583400,s0.60134101490237246157,s246.91742483798779517201
016_7,s-0.13337650286242344611,s-1.20133515398844314959,s66.91968654626977297539
016_8,s-0.10006309012596524555,s-0.64983994750355233982,s67.90416337460034412743
016_9,s0.10006188478319255619,s0.04984119884654853588,s247.90418950743659820546
016_10,s1.00979703454665048490,s-0.01396137954196146301,s67.90466035748065110056
016_11,s-1.00979706430954063734,s-0.58604053683473844583,s247.90466848455841386567
016_12,s1.00992762116341583400,s-1.20134101490237243937,s66.91723755754497915404
016_13,s-1.00905399116322325170,s-0.04274223242348756252,s247.90401827045744198585
016_14,s1.00992321506347804139,s0.60132659936805732404,s66.91975478412196309819
016_15,s-1.00992640132851185797,s-1.20133380744893836223,s246.91841987406192515664
017_0,s-0.93655027445102734251,s-1.34452113065849099272,s23.62937773056251700154
017_1,s0.19742947850706252244,s-1.10477747569920614623,s235.50768672830000127760
017_2,s-0.49963745781583845940,s-0.17288111723525612096,s343.98745455395874159876
017_3,s-0.47173251095793938825,s-0.92458251362185805977,s69.59872519744065755276
017_4,s-1.04360587048645236941,s-0.31199793480911308663,s249.30563356598702284828
017_5,s0.75652783625080055607,s-0.21020562555093610935,s30.83875868676341980290
017_6,s1.04360587048645259145,s-1.25173059651377194257,s55.50768672830000127760
017_7,s0.92692329280998342345,s-0.71310500583895908289,s336.12846946092190592026
017_8,s-0.88899865345684847551,s0.12922344990689879629,s24.30406911856413998407
017_9,s-0.09251633963675737204,s-0.32023218736125208528,s174.81799635514883561882
017_10,s0.45526374247033152276,s0.62516744250173783559,s291.72390947551394901893
017_11,s0.52343951528516952099,s-0.47115020392801709725,s129.59247411507553238152
017_12,s0.93026341228641740155,s0.21738394064043178866,s336.37062226965451827709
017_13,s-0.52427947375412142783,s0.62965474375875085666,s66.37062226864267699966
017_14,s0.16080164845396052731,s-0.14146376925951312242,s354.98693183504718717813
017_15,s-0.04824974106889237668,s0.74452113065849090390,s174.98693183536548190204
017_16,s-0.11218618920005837825,s-1.23715894225403921780,s113.62937743769107612479
018_0,s-0.36089868078091819070,s0.22462395524232500743,s120.86305203815034303716
018_1,s-0.96162406137365319392,s0.24858826641247661060,s20.78086175250054878916
018_2,s-0.43165360482898007533,s-0.39168359694794341319,s77.75458485715243739378
018_3,s0.41796072361413000307,s0.47963075730256959917,s118.61492302021851230620
018_4,s1.07556193607987449212,s-0.31172401523028420156,s117.59103247425585436758
018_5,s-0.19053713252630311015,s-0.22978963180910780273,s258.76608481691511087774
018_6,s-0.24510987259870620214,s0.58950676032984539177,s304.43517126082724644220
018_7,s0.96689888443530880302,s-1.32123041025798193537,s336.37062226933574038412
018_8,s-0.55592894769069778338,s0.72123041025798184656,s66.37062226932026476334
018_9,s0.96186749957100881048,s0.23606135913509770918,s337.45741157421451816845
018_10,s-0.57071046356636578878,s-0.90513781732302722727,s218.11886274823493181430
018_11,s0.45787549534207910851,s-0.98498443138260782792,s293.29343385356224871430
018_12,s-0.10330890345976810607,s-0.85204886259293499684,s304.92826158197237873537
018_13,s0.54569870985687007892,s0.71732376072715942072,s291.97931256523042975459
018_14,s0.06433029268502210574,s-1.21386820660962024832,s246.37062878941918597775
018_15,s-1.07556193607987471417,s-1.21386822256942683573,s246.37062226970130041082
018_16,s0.67695457426259142419,s-0.06423631702048439307,s78.76608481677739348470
018_17,s-0.85883925502633873261,s-0.84407252236930674361,s32.51490892055807790939
019_0,s-0.79754257725868482609,s0.17766402249366514132,s336.79738866886458481531
019_1,s0.49577599688648615883,s-1.27244569482070035704,s244.92829875257709204561
019_2,s-0.63518182335136352812,s-1.19831492971071695841,s238.90792414302774204771
019_3,s-1.00231706210361437570,s-0.22519882449184205897,s23.62937770152799998868
019_4,s0.66478233852942025806,s-0.81687340484145132269,s67.94647683335418264505
019_5,s-0.33741188637720487264,s-0.61465683466279363856,s238.90779080817810609005
019_6,s-0.59444987358017253865,s-0.36329375726912155331,s327.67783042071960153407
019_7,s1.00282161687975968078,s-0.46578650924262637867,s336.37062227295541561034
019_8,s0.59912991130182413624,s-0.33866537847787947513,s35.87436927507369688328
019_9,s0.98940217256446183480,s-0.88454008488125401843,s204.68272531254956447810
019_10,s1.11004543938569155692,s0.71243073338117757221,s67.16563518670653820664
019_11,s0.23063521410364973274,s-1.31172932411140741316,s58.90779080639360643090
019_12,s-0.14870230658917255040,s0.79815429319301267608,s154.76760738545692674961
019_13,s0.23385978075669794363,s0.68465524755745998942,s208.42684743835906147069
019_14,s-0.69362244773327874636,s-0.89307192932707368804,s51.87684374448755875164
019_15,s-1.00231372239941252111,s-1.39815429319301287592,s23.62855808625596054640
019_16,s0.00226944883858323917,s-0.31496162113586245734,s359.99176404894632241849
019_17,s0.90777475741098123674,s0.09828890337309083292,s28.42684743704014138643
019_18,s-1.11004543938569177897,s0.69555520539289661386,s295.10685606397146329982
020_0,s0.60954427216488293872,s0.68719873606849068981,s63.73599215709877796598
020_1,s-1.02813320674527619580,s-0.51920136220986257136,s156.37062226948933130188
020_2,s-1.01554630687422053903,s-0.09995935832868331483,s24.61712032168201957916
020_3,s-0.28948906119621675703,s-1.42762142782463330448,s329.52403689854111235036
020_4,s-0.64265270414321074011,s-0.47554087745432499501,s250.58685367068576965721
020_5,s0.33981122618515663403,s0.26500260318908486212,s84.51950531246214382008
020_6,s-1.13527112207890934492,s-1.37025170834400178421,s251.04070737239030108867
020_7,s0.46923347442896595760,s-0.92869786120082953307,s20.76710144128017887510
020_8,s1.05512040985571742269,s-0.13642302044197532340,s202.86390738089585283888
020_9,s-0.45581004507107553136,s-0.00814456508985211824,s33.08679126778122991936
020_10,s0.67192706740484064998,s0.35187868866305738180,s244.44774799888580218976
020_11,s-0.78174070646848103916,s-1.06435858427544616234,s292.32178403302430069743
020_12,s1.13543783976508017020,s-1.37779819810886561271,s113.20708320887493414375
020_13,s-0.16357860067802104664,s-0.09269178411032881482,s206.75503401878549425419
020_14,s0.15840844026043623960,s-1.35882497695655013459,s281.93095145518719846223
020_15,s1.06446677116636512217,s0.82762142782463321566,s199.84544314374437590232
020_16,s-0.44789649731072622707,s0.69416196178980815734,s262.54709139772751314013
020_17,s-1.13543783976507994815,s0.72055002656512290304,s293.62937772564561100808
020_18,s1.07104256867215896776,s-1.02139896396551099755,s22.80581520808699380609
020_19,s0.46735374120571354650,s-0.03610209286159182102,s200.76710142722973273521
021_0,s1.08799572239216257863,s-1.02927170852307847682,s42.93951644958999480650
021_1,s-0.71811699101569381742,s-0.95824599770194252013,s199.62950840737175894901
021_2,s-0.29784884802031330597,s-0.84439857162847431482,s357.64241951344939707269
021_3,s1.16806384894769066385,s-1.40596267266304808530,s113.62937773073083747022
021_4,s-0.65340698240040684386,s0.76439358825770353789,s293.62931323972514974230
021_5,s-0.04207907066046082806,s0.18808502438084168107,s185.56121818965416991887
021_6,s1.03567954629909930730,s0.36358692477015508437,s334.39931839830632043231
021_7,s0.16257719908812076626,s-0.61352101967387262516,s177.58057055551557823492
021_8,s-0.27093949585710752626,s-1.37652707659199502466,s246.16952160459851484120
021_9,s0.27273316001002345654,s0.79321245603304679772,s123.50701679600281579496
021_10,s1.06070091123770660069,s-0.49181693649769342436,s336.37056363700571637310
021_11,s0.33716723008219207092,s-0.28247952065937231847,s286.14512866946597569040
021_12,s0.38525564543388668426,s0.35211687266862740087,s239.37599823215094829720
021_13,s-1.10965477745348017891,s-0.62858149897126613936,s156.37062224754998851495
021_14,s-0.82625290080441748941,s-0.51942285862102544058,s315.65827645710970728032
021_15,s0.54761973593092361234,s0.75755890869593256465,s294.16315838473508392781
021_16,s-0.45659216083135162334,s0.39338312802672759094,s146.12678835846131164544
021_17,s-1.16806384894769088589,s-1.40596267263393581715,s246.37062227106363820894
021_18,s-1.10807229715517063795,s-0.07014889539946211894,s23.75314411740660958117
021_19,s0.53379482123888744027,s-1.30920118766408699607,s357.58057057398633560297
021_20,s-1.11125042626314662897,s0.80596267266304788546,s204.27282910522595216207
022_0,s-0.26950928889898367879,s-0.31633970780707165726,s189.01297416227069447814
022_1,s0.31137531385961642050,s-1.41597978152997239221,s113.62937773037509714413
022_2,s-1.13953194602826779480,s-0.25206221739300627149,s328.08848184218959431746
022_3,s1.11459720031340747681,s0.06639116378169014621,s156.94181299512626992509
022_4,s0.63324261171649254276,s-0.24176620820993435790,s118.86297433649998822602
022_5,s-1.10940924019677700230,s0.34333244530054224386,s20.78311063636789413067
022_6,s1.11459720040012300046,s-0.81028469404432712508,s336.94181290956316843221
022_7,s1.22334197000476452288,s-1.41597978142206004648,s113.62937770393263292590
022_8,s0.26063681470572802601,s0.51632971330420784906,s247.46726858720342079323
022_9,s-0.29634977128867151519,s-1.32557080960531026292,s20.50877953650236662497
022_10,s0.62213755333414544335,s0.81317341738186799116,s292.45564245387390656106
022_11,s0.85619765984421714045,s-0.92243355244015456940,s157.87849091440625670657
022_12,s0.15161054533107690134,s0.77544720353904672550,s67.46726861356860638352
022_13,s-0.57260874793695171192,s0.59519392487325661900,s248.54728412572637807898
022_14,s-0.86549256657371420598,s-1.13698990150645151687,s340.59172197304928886297
022_15,s-1.22334197000476474493,s-1.41597978152460113321,s246.37062227329900565564
022_16,s-1.10137493352595638996,s-0.52063405754371228085,s155.25038051576450470748
022_17,s1.10148458761281720086,s0.41017984048039912715,s335.23245373801557889237
022_18,s-0.44145832643025151310,s0.10805866849267474483,s148.08848184234892642053
022_19,s-0.70370896502017243890,s0.81597978152997219237,s66.37062299099876838682
022_20,s0.10490831483170040550,s-1.00435881783252334287,s306.03700862796029014135
022_21,s-0.00218090841171789595,s-0.11936132175736095806,s298.86297544533192649396
023_0,s1.18982306808658599984,s0.22056355341940353521,s103.46021956459176749377
023_1,s0.94388761499769791019,s-0.69450995521541958322,s325.09131981937616728828
023_2,s0.66989402462841418640,s-1.47580036742465825483,s246.18676851269390226662
023_3,s0.20015100542258498773,s0.22482744017199965403,s284.26272640258770252331
023_4,s1.08080590709791679593,s-0.99577553089674397668,s203.50476137921151575938
023_5,s-0.36860503962062718397,s-0.05484525227875874931,s30.73455712833730402167
023_6,s-0.22896860369788071821,s-0.71193153439643053204,s265.79775013473607714332
023_7,s-1.18982306808658599984,s0.90016681021609556979,s156.37062226933375086446
023_8,s0.31560198340868217404,s0.78098234665588917025,s294.55679152142107568579
023_9,s-0.06801481408884529900,s-0.12155364183392194932,s222.27100341630207935850
023_10,s-0.46688607245419122549,s-0.48587719661327005705,s96.56941638148208539860
023_11,s-0.77754966473216557965,s-1.47815056418960688589,s113.62937772928580670850
023_12,s-0.69938899676937382743,s0.89525618603750689584,s218.56766431194992605924
023_13,s-0.10104596722713400647,s0.91000118168796884088,s182.82953130771545602329
023_14,s-0.54331394791109266507,s-1.09740983673376568674,s52.07075919277279751896
023_15,s-1.18982306804193749272,s-0.14913195592954775481,s156.37062226826901678578
023_16,s-1.06508673998645186920,s0.36128526088109036429,s210.73455713020723578666
023_17,s0.39153153058204520631,s-1.51000118168796904072,s55.60426697690531483431
023_18,s0.48459006785045871668,s-0.30071306142917963999,s283.46021953968545403768
023_19,s-0.46649500740941801658,s-1.34655538284010045658,s235.57598479799204937990
023_20,s0.71402921806302865892,s-0.99908107305441273827,s91.94493007500261683163
023_21,s1.18870780063004133353,s0.79511917182079505650,s114.55754197160914031883
023_22,s-1.18097431575029676587,s-1.00428081080795061908,s159.15825543147892062734
024_0,s-1.05956507199089355886,s-0.64398935075949037543,s34.98794589233238383486
024_1,s-0.72499272862306074483,s0.90045676505664307143,s69.21965080640836731618
024_2,s-1.23154289863507515612,s0.21212023899116314030,s214.98794614628766908027
024_3,s0.43554590496187378657,s0.93154859559344094233,s124.76978452697817090211
024_4,s-1.19015213471038117099,s-0.94949978097317022652,s159.64113770887507826046
024_5,s-0.33132282016431063854,s-1.53154859559344114217,s357.96093661321486933957
024_6,s1.07240232054877471235,s0.39590226895459607048,s335.38333976368096500664
024_7,s1.23154289863507515612,s-1.36228279733679924490,s117.69460409286926960704
024_8,s-0.33953556032508491747,s0.24271889675258134789,s269.73865641453346597700
024_9,s0.73742264159814496782,s0.40402563528459056741,s83.04675240767370780759
024_10,s1.12283547064399447102,s-0.72753217492307742376,s336.37062226938843423341
024_11,s-0.76863525011327815673,s-1.41343545285720351146,s113.62937773178941824881
024_12,s0.25442292108973518783,s-1.52209097403776016932,s332.42547967742194714447
024_13,s0.25988279844345890668,s-0.69646301792562359534,s152.42547968411909664610
024_14,s-0.71141869682216296589,s0.51754091883744857139,s173.81533156142239704423
024_15,s-0.41568955881947372566,s0.77146400153368377417,s304.76978452693987264865
024_16,s1.12528108463014775431,s0.15114260039114074674,s155.39088407549925818785
024_17,s0.51217886099326526139,s-0.58576709976856744522,s335.87444711035959699075
024_18,s0.90524809609445078262,s-0.85064081639768518439,s156.37062025257154118663
024_19,s-1.19763326882904030946,s0.49476249419157974918,s23.62937818315766946853
024_20,s-0.23177946942119792562,s-0.64424890277820479056,s31.18389957473002027655
024_21,s0.71400207156733497271,s0.89928833286249310053,s294.23624998677775010947
024_22,s-0.00106869956405271404,s-0.26012822697298615404,s293.36140709255795400168
024_23,s-0.76139001495353442195,s-0.99878155021475867326,s350.17046859713332196407
025_0,s-0.80020217189018838511,s-1.41819028948928904654,s243.59565212493956209983
025_1,s0.04277083843130142365,s-0.63990449924768910694,s166.59954639570423751138
025_2,s0.34045598854113973131,s0.96354005370578366119,s221.28427347397200719570
025_3,s-0.50288898262355474778,s-0.88419273864322767142,s202.16927220869797565683
025_4,s0.63918728338344776851,s0.19677026642557435276,s151.30946855713679610744
025_5,s-0.43796514795242419416,s-0.37607709691263901952,s121.54583220030509949083
025_6,s1.15070780192476451731,s-0.00464961860396483420,s203.63304858692819721000
025_7,s0.00865796243067332161,s0.95557396334218047684,s66.37062225068837051367
025_8,s1.18068140554709999357,s0.27907870356957165114,s36.12960050697212466275
025_9,s-0.85992939919906286050,s-1.08365469923424018184,s63.96854762921378068086
025_10,s-0.85311981441349937771,s0.93943697963372330140,s65.10288984856062199924
025_11,s0.85919085872375433599,s-0.36188084776558965272,s111.66978036815015684624
025_12,s-1.24915859330705170116,s-1.56037930411568681599,s19.65199809265672215020
025_13,s-0.37944584714235246592,s0.71681761919235675862,s112.09593903746851140113
025_14,s-1.22937684921094136925,s-0.59234405207851403841,s18.77621449829680599919
025_15,s1.25811694645096783240,s0.95557396361069724122,s66.37062226935780984149
025_16,s0.63653260934914190905,s-0.83746911311047511628,s170.10253487611117861888
025_17,s-1.25811694645096783240,s0.45702363237230936299,s23.62937772854394324895
025_18,s-0.86400476669948267361,s-0.10665024626688172915,s61.27440474327260488963
025_19,s1.12120313856016551313,s-1.12560973759261129246,s2.65796228557051783525
025_20,s1.10999454185185864041,s-1.45329774169610548284,s113.62937773078880354660
025_21,s-0.07262950107974168457,s0.52236355718963500827,s262.82989190558828340727
025_22,s0.14395462135727263298,s-1.56354005370578375000,s349.35438566225803924681
025_23,s-0.24151448434793587605,s0.12377992489965126965,s69.31572566512639355096
025_24,s-0.04889385736927497755,s-0.34727185233276725018,s331.30946859768732792872
026_0,s1.23850503049221827290,s0.14242669493883505782,s203.62937771344144266550
026_1,s-0.79954251637993867252,s0.62536781141494923730,s255.69621498847763518825
026_2,s0.65136614150321303640,s0.93864927335554770860,s66.37062226810205345373
026_3,s1.23620855225265868782,s-1.64556156523000796099,s337.32683061794313061910
026_4,s0.75880027703754038271,s0.65346700952229286319,s248.85719578183395128690
026_5,s0.00458233122706268314,s-0.98019559990589866239,s212.06260552018750331627
026_6,s-0.20719762125075411041,s-1.53836078767453976468,s246.37062228075393477411
026_7,s0.53158492265397772059,s-0.10127662513819005174,s309.50079468916993619132
026_8,s-1.23850503054734328856,s-0.67966680470312490492,s156.37062226987100643782
026_9,s-1.22786528977839859422,s-1.59754047642594532164,s341.18351169280487056312
026_10,s0.43646896494098297303,s0.38058594370912296467,s33.56587732891232178645
026_11,s-1.23850502995070321788,s0.61147117604806211499,s156.37062238151094106797
026_12,s0.72326405713870134395,s-0.56129474528832035141,s105.07863965591150190448
026_13,s-0.91461593713143063411,s0.12266493272731646136,s132.83095228868626236363
026_14,s-0.39363840637916264198,s-0.77607906262386483487,s140.42327621624636435627
026_15,s1.23850503054734328856,s1.04601146106808773339,s203.62937773064510338372
026_16,s-0.87772468565864236734,s-0.33320484061583482971,s183.74103781345294805760
026_17,s-0.73781180661233858320,s-1.64601146106808782221,s322.51281404627354731929
026_18,s-0.29973897086456902095,s-0.42044147611782745066,s32.14583685582222472021
026_19,s-0.03706572676890181745,s0.13235014783140194861,s75.69621497595420578364
026_20,s-1.16575798119150131349,s0.93864927319332092104,s293.62937769420318545599
026_21,s0.24002245163384147708,s-0.17327713820257065191,s148.55557112276846964960
026_22,s0.77775288390973595920,s-1.61829919921732523491,s38.46597657833208216971
026_23,s1.11703162561148006127,s-1.09074037300917536797,s84.51910806630181127730
026_24,s1.21917325016291688833,s-0.71227912277575200495,s23.62937775161613984665
026_25,s-0.35446269421963483293,s1.03881113213981146615,s219.04869087092498602942
027_0,s1.35097819722603262882,s-1.51214011380848978305,s114.38820811180447378774
027_1,s1.24406614412455662766,s-0.29266458512846943441,s203.62937762837552213568
027_2,s-0.65148949015012447283,s0.91667249292209629363,s264.59212179237414375166
027_3,s-1.35142833220650793180,s0.94445682697637067804,s293.62959302470085276582
027_4,s-0.55109720582231125352,s-0.27591012989838553660,s187.32881631441657077630
027_5,s0.46296732322841360752,s-0.92763556759669374419,s111.36349169894018018567
027_6,s-0.70068358638509964376,s-1.51176250341325779658,s116.14510207608878999963
027_7,s-1.20496041998816072471,s-0.03443548454923495844,s153.27550207054446218535
027_8,s-1.20495312092167683460,s-1.14978805386255977794,s153.27491679205468244618
027_9,s0.52330781992029928862,s0.31926567542856715276,s59.18929731288562123837
027_10,s0.32923209461153951638,s-0.51029265100783660625,s286.85948431751097587039
027_11,s1.35142833220650770976,s0.94445958114127825933,s66.37062226940145137632
027_12,s0.48268490217979581614,s-1.54003545982159639749,s112.09684459580324755734
027_13,s0.89913663835824775283,s0.06618723714681994108,s106.85948431238894329454
027_14,s0.80276007793792059086,s-0.75351491723698393876,s250.64096382123446460355
